pref_name	chembl_id	indication_class	mw_freebase	canonical_smiles
TIAPROFENIC ACID	CHEMBL365795		260.31	CC(C(=O)O)c1ccc(C(=O)c2ccccc2)s1
SUPROFEN	CHEMBL956	Anti-Inflammatory	260.31	CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1
CARISOPRODOL	CHEMBL1233	Relaxant (skeletal muscle)	260.33	CCCC(C)(COC(N)=O)COC(=O)NC(C)C
FENSPIRIDE	CHEMBL576127	Anti-Adrenergic (alpha-receptor); Bronchodilator	260.34	O=C1NCC2(CCN(CCc3ccccc3)CC2)O1
ROPINIROLE	CHEMBL589	Antiparkinsonian (D2 receptor agonist)	260.38	CCCN(CCC)CCc1cccc2c1CC(=O)N2
OXYMETAZOLINE	CHEMBL762	Adrenergic (vasoconstrictor)	260.38	Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1
OXYMETAZOLINE HYDROCHLORIDE	CHEMBL1200791	Adrenergic (vasoconstrictor)	260.38	Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1.Cl
ROPINIROLE HYDROCHLORIDE	CHEMBL1200411	Antiparkinsonian (D2 receptor agonist)	260.38	CCCN(CCC)CCc1cccc2c1CC(=O)N2.Cl
CYCLOPHOSPHAMIDE	CHEMBL1200796	Immunosuppressant; Antineoplastic	261.09	O.O=P1(N(CCCl)CCCl)NCCCO1
CYCLOPHOSPHAMIDE ANHYDROUS	CHEMBL88	Immunosuppressant; Antineoplastic	261.09	O=P1(N(CCCl)CCCl)NCCCO1
IFOSFAMIDE	CHEMBL1024	Antineoplastic	261.09	O=P1(NCCCl)OCCCN1CCCl
HEXYLCAINE	CHEMBL1197		261.36	CC(CNC1CCCCC1)OC(=O)c1ccccc1
HEXYLCAINE HYDROCHLORIDE	CHEMBL1200715		261.36	CC(CNC1CCCCC1)OC(=O)c1ccccc1.Cl
PHENINDAMINE	CHEMBL278398		261.37	CN1CCC2=C(C1)C(c1ccccc1)c1ccccc12
PHENINDAMINE TARTRATE	CHEMBL2107213		261.37	CN1CCC2=C(C1)C(c1ccccc1)c1ccccc12.O=C(O)C(O)C(O)C(=O)O
METHAPYRILENE HYDROCHLORIDE	CHEMBL1255739		261.39	CN(C)CCN(Cc1cccs1)c1ccccn1.Cl
METHAPYRILENE FUMARATE	CHEMBL3187246		261.39	CN(C)CCN(Cc1cccs1)c1ccccn1.CN(C)CCN(Cc1cccs1)c1ccccn1.O=C(O)/C=C/C(=O)O.O=C(O)/C=C/C(=O)O.O=C(O)/C=C/C(=O)O
METHAPYRILENE	CHEMBL1411979		261.39	CN(C)CCN(Cc1cccs1)c1ccccn1
TOLFENAMIC ACID	CHEMBL121626		261.71	Cc1c(Cl)cccc1Nc1ccccc1C(=O)O
CINOXACIN	CHEMBL1208	Antibacterial	262.22	CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3
ETOGLUCID	CHEMBL460287		262.30	C(COCCOCC1CO1)OCCOCC1CO1
METHOHEXITAL SODIUM	CHEMBL30219	Anesthetic (intravenous)	262.31	C=CCC1(C(C)C#CCC)C(=O)N=C([O-])N(C)C1=O.[Na+]
METHOHEXITAL	CHEMBL7413	Anesthetic (intravenous)	262.31	C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O
GEMCITABINE HYDROCHLORIDE	CHEMBL1637	Antineoplastic	263.20	Cl.Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1
GEMCITABINE	CHEMBL888	Antineoplastic	263.20	Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1
FLORTAUCIPIR F 18	CHEMBL3545253		263.28	[18F]c1ccc(-c2ccc3c(c2)[nH]c2ccncc23)cn1
FLORTAUCIPIR	CHEMBL3546271		263.28	Fc1ccc(-c2ccc3c(c2)[nH]c2ccncc23)cn1
LISDEXAMFETAMINE	CHEMBL1201222		263.38	C[C@@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCCN
LISDEXAMFETAMINE DIMESYLATE	CHEMBL1201178		263.38	CS(=O)(=O)O.CS(=O)(=O)O.C[C@@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCCN
NORTRIPTYLINE HYDROCHLORIDE	CHEMBL1201156	Antidepressant	263.38	CNCCC=C1c2ccccc2CCc2ccccc21.Cl
NORTRIPTYLINE	CHEMBL445	Antidepressant	263.38	CNCCC=C1c2ccccc2CCc2ccccc21
DESVENLAFAXINE	CHEMBL1118		263.38	CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1
DESVENLAFAXINE SUCCINATE	CHEMBL1201728		263.38	CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1.O=C(O)CCC(=O)O
TRAMADOL	CHEMBL1237044	Analgesic	263.38	COc1cccc(C2(O)CCCCC2CN(C)C)c1
TRAMADOL HYDROCHLORIDE	CHEMBL1237065	Analgesic	263.38	COc1cccc(C2(O)CCCCC2CN(C)C)c1.Cl
DESVENLAFAXINE FUMARATE	CHEMBL3989861		263.38	CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1.O.O=C(O)/C=C/C(=O)O
PROTRIPTYLINE HYDROCHLORIDE	CHEMBL1200332	Antidepressant	263.38	CNCCCC1c2ccccc2C=Cc2ccccc21.Cl
PROTRIPTYLINE	CHEMBL668	Antidepressant	263.38	CNCCCC1c2ccccc2C=Cc2ccccc21
TICLOPIDINE HYDROCHLORIDE	CHEMBL1717	Inhibitor (platelet)	263.79	Cl.Clc1ccccc1CN1CCc2sccc2C1
TICLOPIDINE	CHEMBL833	Inhibitor (platelet)	263.79	Clc1ccccc1CN1CCc2sccc2C1
SULFAMERAZINE	CHEMBL438	Antibacterial	264.31	Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1
VORINOSTAT	CHEMBL98		264.32	O=C(CCCCCCC(=O)Nc1ccccc1)NO
TETRACAINE HYDROCHLORIDE	CHEMBL1255654	Anesthetic (local)	264.37	CCCCNc1ccc(C(=O)OCCN(C)C)cc1.Cl
TETRACAINE	CHEMBL698	Anesthetic (local),Anesthetic (topical)	264.37	CCCCNc1ccc(C(=O)OCCN(C)C)cc1
MIANSERIN HYDROCHLORIDE	CHEMBL544428	Antihistaminic; Serotonin Inhibitor	264.37	CN1CCN2c3ccccc3Cc3ccccc3C2C1.Cl
MIANSERIN	CHEMBL6437	Antihistaminic; Serotonin Inhibitor	264.37	CN1CCN2c3ccccc3Cc3ccccc3C2C1
SULFIRAM	CHEMBL2004297		264.49	CCN(CC)C(=S)SC(=S)N(CC)CC
STREPTOZOCIN	CHEMBL1651906	Antineoplastic	265.22	CN(N=O)C(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O
AVIBACTAM SODIUM	CHEMBL2107817		265.25	NC(=O)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)[O-].[Na+]
AVIBACTAM	CHEMBL1689063		265.25	NC(=O)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O
ALBENDAZOLE	CHEMBL1483	Anthelmintic	265.34	CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1
OXPRENOLOL HYDROCHLORIDE	CHEMBL1200745	Vasodilator (coronary)	265.35	C=CCOc1ccccc1OCC(O)CNC(C)C.Cl
OXPRENOLOL	CHEMBL546	Vasodilator (coronary)	265.35	C=CCOc1ccccc1OCC(O)CNC(C)C
THIAMINE ION	CHEMBL1547	Vitamin (enzyme co-factor)	265.36	Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1
THIAMINE HYDROCHLORIDE	CHEMBL1200941	Vitamin (enzyme co-factor)	265.36	Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-]
THIAMINE	CHEMBL1588		265.36	Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.[Cl-]
ANTAZOLINE PHOSPHATE	CHEMBL1200550	Antihistaminic	265.36	O=P(O)(O)O.c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1
THIAMINE ION	CHEMBL1547	Vitamin (enzyme co-factor)	265.36	Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1
THIAMINE HYDROCHLORIDE	CHEMBL1200941	Vitamin (enzyme co-factor)	265.36	Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-]
MIRTAZAPINE	CHEMBL654	Antidepressant	265.36	CN1CCN2c3ncccc3Cc3ccccc3C2C1
NEVIRAPINE	CHEMBL57	Antiviral	266.30	Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1
BENZARONE	CHEMBL1474963		266.30	CCc1oc2ccccc2c1C(=O)c1ccc(O)cc1
TRIMETAZIDINE	CHEMBL203266		266.34	COc1ccc(CN2CCNCC2)c(OC)c1OC
PRACTOLOL	CHEMBL6995	Anti-Adrenergic (beta-receptor)	266.34	CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1
DIENESTROL	CHEMBL1018	Estrogen	266.34	C/C=C(C(=C/C)/c1ccc(O)cc1)\c1ccc(O)cc1
ATENOLOL	CHEMBL24	Anti-Adrenergic (beta-receptor)	266.34	CC(C)NCC(O)COc1ccc(CC(N)=O)cc1
TRIMETAZIDINE DIHYDROCHLORIDE	CHEMBL3561076		266.34	COc1ccc(CN2CCNCC2)c(OC)c1OC.Cl.Cl
TRANYLCYPROMINE SULFATE	CHEMBL3989698		266.39	N[C@@H]1C[C@H]1c1ccccc1.N[C@H]1C[C@@H]1c1ccccc1.O=S(=O)(O)O
DESIPRAMINE	CHEMBL72	Antidepressant	266.39	CNCCCN1c2ccccc2CCc2ccccc21
CYCLIZINE	CHEMBL648	Anti-Emetic,Antihistaminic,Antinauseant	266.39	CN1CCN(C(c2ccccc2)c2ccccc2)CC1
CYCLIZINE LACTATE	CHEMBL1200497	Antinauseant	266.39	CC(O)C(=O)O.CN1CCN(C(c2ccccc2)c2ccccc2)CC1
CYCLIZINE HYDROCHLORIDE	CHEMBL1324714	Anti-Emetic	266.39	CN1CCN(C(c2ccccc2)c2ccccc2)CC1.Cl
TRANYLCYPROMINE	CHEMBL3989843		266.39	N[C@@H]1C[C@H]1c1ccccc1.N[C@H]1C[C@@H]1c1ccccc1
DESIPRAMINE HYDROCHLORIDE	CHEMBL1696	Antidepressant	266.39	CNCCCN1c2ccccc2CCc2ccccc21.Cl
ZIDOVUDINE	CHEMBL129	Antiviral	267.24	Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O
ADENOSINE	CHEMBL477	Cardiac Depressant (anti-arrhythmic)	267.25	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
VIDARABINE	CHEMBL1090	Antiviral	267.25	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
VOGLIBOSE	CHEMBL476960		267.28	OCC(CO)N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O
SULFISOXAZOLE	CHEMBL453	Antibacterial	267.31	Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C
SULFISOXAZOLE DIOLAMINE	CHEMBL1200321	Antibacterial	267.31	Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C.OCCNCCO
APOMORPHINE HYDROCHLORIDE	CHEMBL5314363		267.33	CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3.Cl.Cl.O
APOMORPHINE	CHEMBL53	Emetic	267.33	CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3
METOPROLOL FUMARATE	CHEMBL3989566		267.37	COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1.O=C(O)/C=C/C(=O)O
METOPROLOL SUCCINATE	CHEMBL2356097		267.37	COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1.O=C(O)CCC(=O)O
METOPROLOL TARTRATE	CHEMBL2062335		267.37	COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1.O=C(O)C(O)C(O)C(=O)O
METOPROLOL	CHEMBL13	Anti-Adrenergic (beta-receptor),Antihypertensive,Antihypertensive; Anti-Anginal	267.37	COCCc1ccc(OCC(O)CNC(C)C)cc1
CENOBAMATE	CHEMBL3989949		267.68	NC(=O)O[C@@H](Cn1ncnn1)c1ccccc1Cl
CEDAZURIDINE	CHEMBL3237547		268.22	O=C1N[C@H](O)CCN1[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F
INOSINE PRANOBEX	CHEMBL3833327		268.23	CC(=O)Nc1ccc(C(=O)O)cc1.CC(=O)Nc1ccc(C(=O)O)cc1.CC(=O)Nc1ccc(C(=O)O)cc1.CC(O)CN(C)C.CC(O)CN(C)C.CC(O)CN(C)C.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
RAZOXANE	CHEMBL444186		268.27	CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1
DEXRAZOXANE	CHEMBL1738	Cardioprotectant	268.27	C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1
PENTOSTATIN	CHEMBL1580	Potentiator	268.27	OC[C@H]1O[C@@H](n2cnc3c2N=CNC[C@H]3O)C[C@@H]1O
DEXRAZOXANE HYDROCHLORIDE	CHEMBL1200778		268.27	C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1.Cl
DIETHYLSTILBESTROL	CHEMBL411	Estrogen	268.36	CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1
MOCLOBEMIDE	CHEMBL86304	Antidepressant	268.74	O=C(NCCN1CCOCC1)c1ccc(Cl)cc1
RIZATRIPTAN BENZOATE	CHEMBL1201032	Antimigraine	269.35	CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12.O=C(O)c1ccccc1
RIZATRIPTAN	CHEMBL905	Antimigraine	269.35	CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12
ORPHENADRINE HYDROCHLORIDE	CHEMBL1201023		269.39	Cc1ccccc1C(OCCN(C)C)c1ccccc1.Cl
ORPHENADRINE	CHEMBL900	Antihistaminic; Relaxant (skeletal muscle)	269.39	Cc1ccccc1C(OCCN(C)C)c1ccccc1
ORPHENADRINE CITRATE	CHEMBL1200395	Antihistaminic; Relaxant (skeletal muscle)	269.39	Cc1ccccc1C(OCCN(C)C)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O
LEFLUNOMIDE	CHEMBL960		270.21	Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1
TERIFLUNOMIDE	CHEMBL973		270.21	C/C(O)=C(\C#N)C(=O)Nc1ccc(C(F)(F)F)cc1
SULFAMETHIZOLE	CHEMBL1191	Antibacterial	270.34	Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1
TOLBUTAMIDE	CHEMBL782	Antidiabetic,Diagnostic Aid (diabetes)	270.35	CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1
TOLBUTAMIDE SODIUM, STERILE	CHEMBL1200874	Diagnostic Aid (diabetes)	270.35	CCCCNC(=O)[N-]S(=O)(=O)c1ccc(C)cc1.[Na+]
ESTRONE	CHEMBL1405	Estrogen	270.37	C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O
DOXYLAMINE	CHEMBL1004	Antihistaminic	270.38	CN(C)CCOC(C)(c1ccccc1)c1ccccn1
DOXYLAMINE SUCCINATE	CHEMBL1200392	Antihistaminic	270.38	CN(C)CCOC(C)(c1ccccc1)c1ccccn1.O=C(O)CCC(=O)O
MEDAZEPAM	CHEMBL28333	Tranquilizer (minor)	270.76	CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21
CHLOROPROCAINE	CHEMBL1179047	Anesthetic (local)	270.76	CCN(CC)CCOC(=O)c1ccc(N)cc1Cl
CHLOROPROCAINE HYDROCHLORIDE	CHEMBL944	Anesthetic (local)	270.76	CCN(CC)CCOC(=O)c1ccc(N)cc1Cl.Cl
DEXTROMETHORPHAN HYDROBROMIDE	CHEMBL1256818	Antitussive	271.40	Br.COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3.O
DEXTROMETHORPHAN	CHEMBL52440	Antitussive	271.40	COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3
ZOLEDRONIC ACID	CHEMBL4303669		272.09	O.O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O
ZOLEDRONIC ACID ANHYDROUS	CHEMBL924	Bone Resorption Inhibitor; Osteoporosis Therapy Adjunct,Osteoporosis Therapy Adjunct,Osteoporosis Therapy Adjunct; Bone Resorption Inhibitor	272.09	O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O
MUZOLIMINE	CHEMBL1697760	Antihypertensive; Diuretic	272.14	CC(c1ccc(Cl)c(Cl)c1)N1N=C(N)CC1=O
SOTALOL	CHEMBL471	Anti-Adrenergic (beta-receptor)	272.37	CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1
SOTALOL HYDROCHLORIDE	CHEMBL1700	Anti-Adrenergic (beta-receptor)	272.37	CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1.Cl
ESTRADIOL	CHEMBL135	Estrogen	272.39	C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O
TOLCAPONE	CHEMBL1324	Antiparkinsonian	273.24	Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1
POMALIDOMIDE	CHEMBL43452		273.25	Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O
MAVACAMTEN	CHEMBL4297517		273.34	CC(C)n1c(=O)cc(N[C@@H](C)c2ccccc2)[nH]c1=O
MODAFINIL	CHEMBL1373	Analeptic (treatment of narcolepsy hypersomnia)	273.36	NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1
ARMODAFINIL	CHEMBL1201192		273.36	NC(=O)C[S@@+]([O-])C(c1ccccc1)c1ccccc1
CARPROFEN	CHEMBL1316	Anti-Inflammatory	273.72	CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12
CHLORMEZANONE	CHEMBL1200714		273.74	CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1
FLUTEMETAMOL	CHEMBL579205		274.32	CNc1ccc(-c2nc3ccc(O)cc3s2)cc1F
FLUTEMETAMOL F 18	CHEMBL2042122		274.32	CNc1ccc(-c2nc3ccc(O)cc3s2)cc1[18F]
ROPIVACAINE	CHEMBL1077896		274.41	CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C
ROPIVACAINE HYDROCHLORIDE	CHEMBL1889140		274.41	CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C.Cl
DEXCHLORPHENIRAMINE	CHEMBL1201353	Antihistaminic	274.80	CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1
DEXCHLORPHENIRAMINE MALEATE	CHEMBL1200927	Antihistaminic	274.80	CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O
CHLORPHENIRAMINE	CHEMBL505	Antihistaminic	274.80	CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1
CHLORPHENIRAMINE MALEATE	CHEMBL1659	Antihistaminic	274.80	CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O
IOBENGUANE SULFATE I 131	CHEMBL3989511		275.09	N=C(N)NCc1cccc([131I])c1.N=C(N)NCc1cccc([131I])c1.O=S(=O)(O)O
IOBENGUANE I 131	CHEMBL1615779	Radioactive Agent; Diagnostic Aid	275.09	N=C(N)NCc1cccc([131I])c1
ACETARSONE	CHEMBL1330792		275.09	CC(=O)Nc1cc([As](=O)(O)O)ccc1O
IOBENGUANE SULFATE I 123	CHEMBL3989523		275.09	N=C(N)NCc1cccc([123I])c1.N=C(N)NCc1cccc([123I])c1.O=S(=O)(O)O
IOBENGUANE	CHEMBL818	Diagnostic Aid (radioactive, adrenomedullary disorders and neuroendocrine tumors); Radioactive Agent,Radioactive Agent,Radioactive Agent; Diagnostic Aid	275.09	N=C(N)NCc1cccc(I)c1
NIFUROXAZIDE	CHEMBL244888		275.22	O=C(N/N=C/c1ccc([N+](=O)[O-])o1)c1ccc(O)cc1
PHYSOSTIGMINE SALICYLATE	CHEMBL338975	Cholinergic (ophthalmic)	275.35	CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C.O=C(O)c1ccccc1O
PHYSOSTIGMINE	CHEMBL94	Cholinergic (ophthalmic)	275.35	CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C
HOMATROPINE HYDROBROMIDE	CHEMBL1319362	Anticholinergic	275.35	Br.CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(O)c1ccccc1)C2
HOMATROPINE	CHEMBL1618018	Anticholinergic	275.35	CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(O)c1ccccc1)C2
PHYSOSTIGMINE SULFATE	CHEMBL2105891	Cholinergic (ophthalmic)	275.35	CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C.CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C.O=S(=O)(O)O
CYCLOBENZAPRINE	CHEMBL669	Relaxant (muscle)	275.40	CN(C)CCC=C1c2ccccc2C=Cc2ccccc21
CYCLOBENZAPRINE HYDROCHLORIDE	CHEMBL1200636	Relaxant (muscle)	275.40	CN(C)CCC=C1c2ccccc2C=Cc2ccccc21.Cl
FLUTAMIDE	CHEMBL806		276.21	CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1
SULFABENZAMIDE	CHEMBL1243	Antibacterial	276.32	Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1
PIFOXIME	CHEMBL1998966		276.34	C/C(=N\O)c1ccc(OCC(=O)N2CCCCC2)cc1
MOLINDONE HYDROCHLORIDE	CHEMBL1200419	Antipsychotic	276.38	CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2.Cl
MOLINDONE	CHEMBL460	Antipsychotic	276.38	CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2
MEBHYDROLIN	CHEMBL1625607		276.38	CN1CCc2c(c3ccccc3n2Cc2ccccc2)C1
CYCLANDELATE	CHEMBL1480987		276.38	CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)C1
ETIDOCAINE HYDROCHLORIDE	CHEMBL1200597		276.42	CCCN(CC)C(CC)C(=O)Nc1c(C)cccc1C.Cl
ETIDOCAINE	CHEMBL492	Anesthetic (local)	276.42	CCCN(CC)C(CC)C(=O)Nc1c(C)cccc1C
CHLORPROPAMIDE	CHEMBL498	Antidiabetic	276.75	CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1
CLENBUTEROL HYDROCHLORIDE	CHEMBL1330729		277.19	CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1.Cl
CLENBUTEROL	CHEMBL49080		277.19	CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1
DURLOBACTAM	CHEMBL4298137		277.26	CC1=C[C@@H]2CN(C(=O)N2OS(=O)(=O)O)[C@@H]1C(N)=O
DURLOBACTAM SODIUM	CHEMBL4297378		277.26	CC1=C[C@@H]2CN(C(=O)N2OS(=O)(=O)[O-])[C@@H]1C(N)=O.[Na+]
AZATHIOPRINE SODIUM	CHEMBL1200400	Immunosuppressant	277.27	Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[n-]c12.[Na+]
AZATHIOPRINE	CHEMBL1542	Immunosuppressant	277.27	Cn1cnc([N+](=O)[O-])c1Sc1ncnc2[nH]cnc12
ENTECAVIR	CHEMBL5314362		277.28	C=C1[C@H](CO)[C@@H](O)C[C@@H]1n1cnc2c(=O)[nH]c(N)nc21.O
ENTECAVIR ANHYDROUS	CHEMBL713		277.28	C=C1[C@H](CO)[C@@H](O)C[C@@H]1n1cnc2c(=O)[nH]c(N)nc21
MAPROTILINE HYDROCHLORIDE	CHEMBL1237135	Antidepressant	277.41	CNCCCC12CCC(c3ccccc31)c1ccccc12.Cl
VENLAFAXINE	CHEMBL637	Antidepressant	277.41	COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1
VENLAFAXINE BESYLATE	CHEMBL5095051		277.41	COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1.O=S(=O)(O)c1ccccc1
VENLAFAXINE HYDROCHLORIDE	CHEMBL1201066	Antidepressant	277.41	COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1.Cl
AMITRIPTYLINE HYDROCHLORIDE	CHEMBL1200964	Antidepressant	277.41	CN(C)CCC=C1c2ccccc2CCc2ccccc21.Cl
AMITRIPTYLINE	CHEMBL629	Antidepressant	277.41	CN(C)CCC=C1c2ccccc2CCc2ccccc21
MAPROTILINE	CHEMBL21731	Antidepressant	277.41	CNCCCC12CCC(c3ccccc31)c1ccccc12
PADIMATE O	CHEMBL1323699	Ultraviolet Screen	277.41	CCCCC(CC)COC(=O)c1ccc(N(C)C)cc1
PERHEXILINE MALEATE	CHEMBL1334033	Vasodilator (coronary)	277.50	C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1.O=C(O)/C=C\C(=O)O
PERHEXILINE	CHEMBL75880	Vasodilator (coronary)	277.50	C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1
EXIFONE	CHEMBL329522		278.22	O=C(c1cc(O)c(O)c(O)c1)c1ccc(O)c(O)c1O
TREOSULFAN	CHEMBL455186		278.30	CS(=O)(=O)OC[C@H](O)[C@@H](O)COS(C)(=O)=O
PENTOXIFYLLINE	CHEMBL628	Vasodilator	278.31	CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O
SULFAMETHAZINE	CHEMBL446	Antibacterial	278.34	Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1
TRIPROLIDINE HYDROCHLORIDE	CHEMBL3188034		278.40	Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1.Cl.O
TRIPROLIDINE	CHEMBL855	Antihistaminic	278.40	Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1
DIPHEMANIL	CHEMBL1201340		278.42	C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1
DIPHEMANIL METHYLSULFATE	CHEMBL1200880		278.42	COS(=O)(=O)[O-].C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1
GAMOLENIC ACID	CHEMBL464982		278.44	CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O
CIDOFOVIR	CHEMBL5314375		279.19	Nc1ccn(C[C@@H](CO)OCP(=O)(O)O)c(=O)n1.O.O
CIDOFOVIR ANHYDROUS	CHEMBL152	Antiviral	279.19	Nc1ccn(C[C@@H](CO)OCP(=O)(O)O)c(=O)n1
FEXINIDAZOLE	CHEMBL1631694		279.32	CSc1ccc(OCc2ncc([N+](=O)[O-])n2C)cc1
OXAMNIQUINE	CHEMBL847	Antischistosomal	279.34	CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1
MOXISYLYTE	CHEMBL159226		279.38	CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C
DOXEPIN	CHEMBL1628227	Antidepressant	279.38	CN(C)CCC=C1c2ccccc2COc2ccccc21
